uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf
ES,Machaeropterus regulus,NA,Machaeropterus regulus,VU,FALSE
BA,Mackenziaena severa,NA,Mackenziaena severa,VU,FALSE
ES,Macrobrachium acanthurus,NA,Macrobrachium acanthurus,VU,FALSE
ES,Macrobrachium carcinus,NA,Macrobrachium carcinus,VU,FALSE
PA,Macrobrachium carcinus,NA,Macrobrachium carcinus,VU,FALSE
RJ,Macrobrachium carcinus,NA,Macrobrachium carcinus,VU,FALSE
RJ,Macrobrachium heterochirus,NA,Macrobrachium heterochirus,EN,FALSE
ES,Macrobrachium holthuisi,NA,Macrobrachium holthuisi,VU,FALSE
ES,Macrobrachium iheringi,NA,Macrobrachium iheringi,VU,FALSE
ES,Macrobrachium jelski,NA,Macrobrachium jelski,VU,FALSE
ES,Macrobrachium olfersii,NA,Macrobrachium olfersii,VU,FALSE
ES,Macrobrachium potiuna,NA,Macrobrachium potiuna,VU,FALSE
MG,Macroperipatus acacioi,NA,Macroperipatus acacioi,VU,FALSE
MG,Macropsalis forcipata,NA,Macropsalis forcipata,EN,FALSE
PA,Manicola guaporicola,NA,Manicola guaporicola,VU,FALSE
PA,Manta birostris,NA,Manta birostris,VU,FALSE
SP,Manta birostris,NA,Manta birostris,VU,FALSE
Brasil,Marmosops paulensis,NA,Marmosops paulensis,VU,FALSE
SP,Marmosops paulensis,NA,Marmosops paulensis,VU,FALSE
RJ,Massartela spp,NA,Massartela spp,VU,FALSE
SP,Maxchernes iporangae,NA,Maxchernes iporangae,EN,FALSE
RJ,Mazama americana,NA,Mazama americana,EN,FALSE
SP,Mazama americana,NA,Mazama americana,EN,FALSE
Brasil,Mazama bororo,NA,Mazama bororo,VU,FALSE
SP,Mazama bororo,NA,Mazama bororo,VU,FALSE
RJ,Mazama gouazoupira,NA,Mazama gouazoupira,EN,FALSE
Brasil,Mazama nana,NA,Mazama nana,VU,FALSE
SP,Mazama nana,NA,Mazama nana,CR,FALSE
ES,Meandrina braziliensis,NA,Meandrina braziliensis,VU,FALSE
MG,Mecistogaster asticta,NA,Mecistogaster asticta,EN,FALSE
RJ,Mecistogaster asticta,NA,Mecistogaster asticta,EN,FALSE
ES,Mecistogaster pronoti,NA,Mecistogaster pronoti,CR,FALSE
ES,Megaelosia apuana,NA,Megaelosia apuana,VU,FALSE
SP,Megalobulimus fragilior,NA,Megalobulimus fragilior,EN,FALSE
SP,Megalobulimus grandis,NA,Megalobulimus grandis,EN,FALSE
SP,Megalobulimus klappenbachi,NA,Megalobulimus klappenbachi,EN,FALSE
SP,Megalobulimus lopesi,NA,Megalobulimus lopesi,EN,FALSE
PA,Megalobulimus oblongus,NA,Megalobulimus oblongus,EN,FALSE
SP,Megalobulimus oblongus,NA,Megalobulimus oblongus,EN,FALSE
SP,Megalobulimus parafragilior,NA,Megalobulimus parafragilior,EN,FALSE
SP,Megalobulimus paranaguensis,NA,Megalobulimus paranaguensis,EN,FALSE
SP,Megalobulimus yporanganus,NA,Megalobulimus yporanganus,EN,FALSE
MG,Megalonema platanum,NA,Megalonema platanum,CR,FALSE
MG,Megalops atlanticus,NA,Megalops atlanticus,CR,FALSE
PA,Megaphobema teceae,NA,Megaphobema teceae,VU,FALSE
ES,Megaptera novaeangliae,NA,Megaptera novaeangliae,VU,FALSE
RJ,Megaptera novaeangliae,NA,Megaptera novaeangliae,VU,FALSE
MG,Megasoma anubis,NA,Megasoma anubis,CR,FALSE
ES,Megasoma gyas,gyas,Megasoma gyas gyas,CR,TRUE
MG,Megasoma gyas,gyas,Megasoma gyas gyas,EN,TRUE
MG,Megasoma gyas,rumbucheri,Megasoma gyas rumbucheri,EN,TRUE
MG,Megasoma janus,janus,Megasoma janus janus,CR,TRUE
RJ,Melampus coffeus,NA,Melampus coffeus,VU,FALSE
SP,Melampus coffeus,NA,Melampus coffeus,VU,FALSE
ES,Melanerpes flavifrons,NA,Melanerpes flavifrons,VU,FALSE
MG,Melanerpes flavifrons,NA,Melanerpes flavifrons,VU,FALSE
SP,Melanopareia torquata,rufescens,Melanopareia torquata rufescens,CR,TRUE
Brasil,Melanophryniscus admirabilis,NA,Melanophryniscus admirabilis,CR,FALSE
Brasil,Melanophryniscus cambaraensis,NA,Melanophryniscus cambaraensis,VU,FALSE
Brasil,Melanophryniscus dorsalis,NA,Melanophryniscus dorsalis,VU,FALSE
Brasil,Melanophryniscus macrogranulosus,NA,Melanophryniscus macrogranulosus,EN,FALSE
Brasil,Melanophryniscus setiba,NA,Melanophryniscus setiba,CR,FALSE
MG,Melipona asilvai,NA,Melipona asilvai,VU,FALSE
SP,Melipona bicolor,bicolor,Melipona bicolor bicolor,VU,TRUE
ES,Melipona capixaba,NA,Melipona capixaba,VU,FALSE
SP,Melipona fuliginosa,fuliginosa,Melipona fuliginosa fuliginosa,CR,TRUE
SP,Melipona marginata,marginata,Melipona marginata marginata,VU,TRUE
SP,Melipona mondury,mondury,Melipona mondury mondury,VU,TRUE
SP,Melipona quinquefasciata,quinquefasciata,Melipona quinquefasciata quinquefasciata,VU,TRUE
SP,Melipona rufiventris,rufiventris,Melipona rufiventris rufiventris,EN,TRUE
SP,Melipona torrida,torrida,Melipona torrida torrida,VU,TRUE
BA,Mergus octosetaceus,NA,Mergus octosetaceus,CR,FALSE
Brasil,Mergus octosetaceus,NA,Mergus octosetaceus,CR,FALSE
MG,Mergus octosetaceus,NA,Mergus octosetaceus,CR,FALSE
SP,Mergus octosetaceus,NA,Mergus octosetaceus,CR,FALSE
BA,Merulaxis ater,NA,Merulaxis ater,EW,FALSE
BA,Merulaxis stresemanni,NA,Merulaxis stresemanni,CR,FALSE
Brasil,Merulaxis stresemanni,NA,Merulaxis stresemanni,CR,FALSE
MG,Merulaxis stresemanni,NA,Merulaxis stresemanni,CR,FALSE
Brasil,Mesoclemmys hogei,NA,Mesoclemmys hogei,CR,FALSE
MG,Mesoclemmys hogei,NA,Mesoclemmys hogei,EN,FALSE
SP,Mesodesma mactroides,NA,Mesodesma mactroides,VU,FALSE
Brasil,Mico rondoni,NA,Mico rondoni,VU,FALSE
SP,Micrablepharus atticolus,NA,Micrablepharus atticolus,VU,FALSE
BA,Micrastur mintoni,NA,Micrastur mintoni,EW,FALSE
SP,Micrathyria kleerekoperi,NA,Micrathyria kleerekoperi,CR,FALSE
Brasil,Microakodontomys transitorius,NA,Microakodontomys transitorius,EN,FALSE
ES,Microcambeva barbata,NA,Microcambeva barbata,VU,FALSE
RJ,Microglanis nigripinnis,NA,Microglanis nigripinnis,VU,FALSE
ES,Micronycteris hirsuta,NA,Micronycteris hirsuta,VU,FALSE
MG,Micropygia schomburgkii,NA,Micropygia schomburgkii,EN,FALSE
SP,Micropygia schomburgkii,chapmani,Micropygia schomburgkii chapmani,CR,TRUE
SP,Microspingus cinereus,NA,Microspingus cinereus,VU,FALSE
RJ,Millepora alcicornis,NA,Millepora alcicornis,VU,FALSE
SP,Mimagoniates lateralis,NA,Mimagoniates lateralis,CR,FALSE
RJ,Mimon bennettii,NA,Mimon bennettii,VU,FALSE
RJ,Mimon crenulatum,NA,Mimon crenulatum,VU,FALSE
ES,Mimus gilvus,NA,Mimus gilvus,EN,FALSE
RJ,Mimus gilvus,NA,Mimus gilvus,EN,FALSE
PA,Minyocerus angustus,NA,Minyocerus angustus,VU,FALSE
SP,Mischocyttarus aracatubaensis,aracatubaensis,Mischocyttarus aracatubaensis aracatubaensis,CR,TRUE
SP,Mischocyttarus araujoi,araujoi,Mischocyttarus araujoi araujoi,EN,TRUE
SP,Mischocyttarus consimilis,consimilis,Mischocyttarus consimilis consimilis,CR,TRUE
SP,Mischocyttarus declaratus,declaratus,Mischocyttarus declaratus declaratus,CR,TRUE
SP,Mischocyttarus extinctus,extinctus,Mischocyttarus extinctus extinctus,CR,TRUE
SP,Mischocyttarus funerulus,funerulus,Mischocyttarus funerulus funerulus,CR,TRUE
SP,Mischocyttarus labiatus,labiatus,Mischocyttarus labiatus labiatus,CR,TRUE
SP,Mischocyttarus mourei,mourei,Mischocyttarus mourei mourei,CR,TRUE
SP,Mischocyttarus paraguayensis,paraguayensis,Mischocyttarus paraguayensis paraguayensis,CR,TRUE
SP,Mischocyttarus proximus,proximus,Mischocyttarus proximus proximus,CR,TRUE
SP,Mischocyttarus saussurei,saussurei,Mischocyttarus saussurei saussurei,CR,TRUE
SP,Mischocyttarus similaris,similaris,Mischocyttarus similaris similaris,CR,TRUE
SP,Mischocyttarus souzalopesi,souzalopesi,Mischocyttarus souzalopesi souzalopesi,CR,TRUE
SP,Mischocyttarus tricolor,tricolor,Mischocyttarus tricolor tricolor,EN,TRUE
SP,Mischocyttarus wagneri,wagneri,Mischocyttarus wagneri wagneri,CR,TRUE
SP,Mischocyttarus ypiranguensis,ypiranguensis,Mischocyttarus ypiranguensis ypiranguensis,EN,TRUE
SP,Mobula hypostoma,NA,Mobula hypostoma,VU,FALSE
SP,Mobula japanica,NA,Mobula japanica,VU,FALSE
SP,Mobula tarapacana,NA,Mobula tarapacana,VU,FALSE
SP,Mobula thurstoni,NA,Mobula thurstoni,VU,FALSE
Brasil,Momotus momota,marcgraviana,Momotus momota marcgraviana,EN,TRUE
Brasil,Monasa morphoeus,morphoeus,Monasa morphoeus morphoeus,EN,TRUE
ES,Monasa morphoeus,NA,Monasa morphoeus,CR,FALSE
MG,Monasa morphoeus,NA,Monasa morphoeus,CR,FALSE
RJ,Monasa morphoeus,NA,Monasa morphoeus,EW,FALSE
SP,Monasa nigrifrons,nigrifrons,Monasa nigrifrons nigrifrons,VU,TRUE
SP,Monodelphis iheringi,NA,Monodelphis iheringi,VU,FALSE
ES,Monodelphis scalops,NA,Monodelphis scalops,CR,FALSE
RJ,Monodelphis theresa,NA,Monodelphis theresa,EW,FALSE
SP,Monodelphis unistriata,NA,Monodelphis unistriata,EW,FALSE
BA,Morphnus guianensis,NA,Morphnus guianensis,CR,FALSE
Brasil,Morphnus guianensis,NA,Morphnus guianensis,VU,FALSE
ES,Morphnus guianensis,NA,Morphnus guianensis,CR,FALSE
MG,Morphnus guianensis,NA,Morphnus guianensis,CR,FALSE
RJ,Morphnus guianensis,NA,Morphnus guianensis,EW,FALSE
SP,Morphnus guianensis,NA,Morphnus guianensis,CR,FALSE
ES,Moschoneura methiymma,NA,Moschoneura methiymma,VU,FALSE
MG,Mugil curema,NA,Mugil curema,CR,FALSE
ES,Muricea atlantica,NA,Muricea atlantica,VU,FALSE
ES,Mussismilia braziliensis,NA,Mussismilia braziliensis,VU,FALSE
SP,Mustelus canis,NA,Mustelus canis,EN,FALSE
SP,Mustelus schmitti,NA,Mustelus schmitti,EN,FALSE
SP,Mycetagroicus urbanus,NA,Mycetagroicus urbanus,VU,FALSE
PA,Mycetopoda siliquosa,NA,Mycetopoda siliquosa,VU,FALSE
MG,Mycteria americana,NA,Mycteria americana,VU,FALSE
SP,Mycteroperca bonaci,NA,Mycteroperca bonaci,EN,FALSE
SP,Mycteroperca interstitialis,NA,Mycteroperca interstitialis,EN,FALSE
SP,Mycteroperca microlepis,NA,Mycteroperca microlepis,EN,FALSE
SP,Mycteroperca tigris,NA,Mycteroperca tigris,EW,FALSE
SP,Mycteroperca venenosa,NA,Mycteroperca venenosa,EW,FALSE
SP,Myiopagis gaimardii,gaimardii,Myiopagis gaimardii gaimardii,EN,TRUE
SP,Myiothlypis leucophrys,NA,Myiothlypis leucophrys,VU,FALSE
BA,Myiothlypis rivularis,NA,Myiothlypis rivularis,VU,FALSE
PA,Mylesinus paucisquamatus,NA,Mylesinus paucisquamatus,VU,FALSE
MG,Myleus tiete,NA,Myleus tiete,EN,FALSE
SP,Myliobatis goodei,NA,Myliobatis goodei,VU,FALSE
SP,Myloplus tiete,NA,Myloplus tiete,VU,FALSE
RJ,Myotis ruber,NA,Myotis ruber,VU,FALSE
MG,Myrmeciza ruficauda,NA,Myrmeciza ruficauda,CR,FALSE
BA,Myrmecophaga tridactyla,NA,Myrmecophaga tridactyla,VU,FALSE
Brasil,Myrmecophaga tridactyla,NA,Myrmecophaga tridactyla,VU,FALSE
MG,Myrmecophaga tridactyla,NA,Myrmecophaga tridactyla,VU,FALSE
PA,Myrmecophaga tridactyla,NA,Myrmecophaga tridactyla,VU,FALSE
RJ,Myrmecophaga tridactyla,NA,Myrmecophaga tridactyla,EW,FALSE
SP,Myrmecophaga tridactyla,NA,Myrmecophaga tridactyla,VU,FALSE
SP,Myrmelachista bettinae,NA,Myrmelachista bettinae,VU,FALSE
BA,Myrmoderus ruficaudus,NA,Myrmoderus ruficaudus,EN,FALSE
Brasil,Myrmoderus ruficaudus,NA,Myrmoderus ruficaudus,EN,FALSE
Brasil,Myrmotherula fluminensis,NA,Myrmotherula fluminensis,CR(PEX),FALSE
Brasil,Myrmotherula klagesi,NA,Myrmotherula klagesi,VU,FALSE
PA,Myrmotherula klagesi,NA,Myrmotherula klagesi,VU,FALSE
BA,Myrmotherula minor,NA,Myrmotherula minor,EN,FALSE
Brasil,Myrmotherula minor,NA,Myrmotherula minor,VU,FALSE
MG,Myrmotherula minor,NA,Myrmotherula minor,CR,FALSE
RJ,Myrmotherula minor,NA,Myrmotherula minor,VU,FALSE
SP,Myrmotherula minor,NA,Myrmotherula minor,VU,FALSE
Brasil,Myrmotherula snowi,NA,Myrmotherula snowi,CR,FALSE
Brasil,Myrmotherula urosticta,NA,Myrmotherula urosticta,VU,FALSE
ES,Myrmotherula urosticta,NA,Myrmotherula urosticta,EN,FALSE
MG,Myrmotherula urosticta,NA,Myrmotherula urosticta,EN,FALSE
RJ,Myrmotherula urosticta,NA,Myrmotherula urosticta,VU,FALSE
MG,Napeogenes rhezia,rhezia,Napeogenes rhezia rhezia,EN,TRUE
Brasil,Natalus macrourus,NA,Natalus macrourus,VU,FALSE
SP,Natalus macrourus,NA,Natalus macrourus,EN,FALSE
PA,Natalus stramineus,NA,Natalus stramineus,VU,FALSE
RJ,Natalus stramineus,NA,Natalus stramineus,EN,FALSE
RJ,Natica micra,NA,Natica micra,EW,FALSE
PA,Negaprion brevirostris,NA,Negaprion brevirostris,VU,FALSE
SP,Negaprion brevirostris,NA,Negaprion brevirostris,EW,FALSE
SP,Neivamyrmex densepunctatus,NA,Neivamyrmex densepunctatus,VU,FALSE
MG,Nematocharax venustus,NA,Nematocharax venustus,EN,FALSE
Brasil,Nemosia rourei,NA,Nemosia rourei,CR,FALSE
ES,Nemosia rourei,NA,Nemosia rourei,CR,FALSE
MG,Nemosia rourei,NA,Nemosia rourei,CR,FALSE
SP,Neoathripsodes anomalus,NA,Neoathripsodes anomalus,VU,FALSE
Brasil,Neomorphus geoffroyi,NA,Neomorphus geoffroyi,VU,FALSE
Brasil,Neomorphus geoffroyi,amazonicus,Neomorphus geoffroyi amazonicus,VU,TRUE
Brasil,Neomorphus geoffroyi,dulcis,Neomorphus geoffroyi dulcis,CR,TRUE
Brasil,Neomorphus geoffroyi,geoffroyi,Neomorphus geoffroyi geoffroyi,CR(PEX),TRUE
ES,Neomorphus geoffroyi,NA,Neomorphus geoffroyi,CR,FALSE
MG,Neomorphus geoffroyi,NA,Neomorphus geoffroyi,CR,FALSE
RJ,Neomorphus geoffroyi,NA,Neomorphus geoffroyi,EW,FALSE
Brasil,Neomorphus squamiger,NA,Neomorphus squamiger,VU,FALSE
BA,Neopelma aurifrons,NA,Neopelma aurifrons,CR,FALSE
Brasil,Neopelma aurifrons,NA,Neopelma aurifrons,EN,FALSE
ES,Neopelma aurifrons,NA,Neopelma aurifrons,VU,FALSE
RJ,Neopelma aurifrons,NA,Neopelma aurifrons,EN,FALSE
SP,Neoplecostomus botucatu,NA,Neoplecostomus botucatu,VU,FALSE
MG,Neoplecostomus franciscoensis,NA,Neoplecostomus franciscoensis,VU,FALSE
SP,Neoplecostomus seleneae,NA,Neoplecostomus seleneae,EN,FALSE
RJ,Neoplecostomus varipictus,NA,Neoplecostomus varipictus,VU,FALSE
SP,Neothraupis fasciata,NA,Neothraupis fasciata,CR,FALSE
SP,Nesomyrmex mirassolis,NA,Nesomyrmex mirassolis,VU,FALSE
SP,Nesomyrmex schwebeli,NA,Nesomyrmex schwebeli,VU,FALSE
MG,Nirodia belphegor,NA,Nirodia belphegor,VU,FALSE
SP,Nonnula rubecula,rubecula,Nonnula rubecula rubecula,EN,TRUE
SP,Notalina morsei,morsei,Notalina morsei morsei,VU,TRUE
ES,Notharchus swainsoni,NA,Notharchus swainsoni,CR,FALSE
MG,Notharchus swainsoni,NA,Notharchus swainsoni,CR,FALSE
Brasil,Nothura minor,NA,Nothura minor,EN,FALSE
MG,Nothura minor,NA,Nothura minor,EN,FALSE
SP,Nothura minor,NA,Nothura minor,EW,FALSE
BA,Notobachia ablephara,NA,Notobachia ablephara,VU,FALSE
MG,Notodiaptomus dubius,NA,Notodiaptomus dubius,VU,FALSE
SP,Notogynaphalia parca,NA,Notogynaphalia parca,VU,FALSE
SP,Numenius borealis,NA,Numenius borealis,EW,FALSE
Brasil,Nyctibius aethereus,aethereus,Nyctibius aethereus aethereus,EN,TRUE
ES,Nyctibius aethereus,NA,Nyctibius aethereus,VU,FALSE
SP,Nyctibius aethereus,aethereus,Nyctibius aethereus aethereus,EW,TRUE
ES,Nyctibius grandis,NA,Nyctibius grandis,VU,FALSE
RJ,Nyctibius grandis,NA,Nyctibius grandis,VU,FALSE
SP,Nyctibius grandis,grandis,Nyctibius grandis grandis,CR,TRUE
BA,Nyctibius leucopterus,NA,Nyctibius leucopterus,EN,FALSE
Brasil,Nyctibius leucopterus,NA,Nyctibius leucopterus,CR,FALSE
MG,Nyctibius leucopterus,NA,Nyctibius leucopterus,CR,FALSE
SP,Nystalus maculatus,NA,Nystalus maculatus,VU,FALSE
SP,Obama Geoplana),NA,Obama Geoplana),VU,FALSE
Brasil,Ochyrocera eleonorae,NA,Ochyrocera eleonorae,EN,FALSE
Brasil,Ochyrocera ibitipoca,NA,Ochyrocera ibitipoca,EN,FALSE
BA,Odontophorus capueira,NA,Odontophorus capueira,EN,FALSE
Brasil,Odontophorus capueira,plumbeicollis,Odontophorus capueira plumbeicollis,CR,TRUE
ES,Odontophorus capueira,NA,Odontophorus capueira,EN,FALSE
MG,Odontophorus capueira,NA,Odontophorus capueira,EN,FALSE
MG,Olafia roscius,iphimedia,Olafia roscius iphimedia,VU,TRUE
SP,Olafia roscius,iphimedia,Olafia roscius iphimedia,VU,TRUE
BA,Oligoryzomys rupestris,NA,Oligoryzomys rupestris,VU,FALSE
Brasil,Oligoryzomys rupestris,NA,Oligoryzomys rupestris,EN,FALSE
MG,Oligosarcus solitarius,NA,Oligosarcus solitarius,EN,FALSE
SP,Ololygon alcatraz,NA,Ololygon alcatraz,CR,FALSE
SP,Ololygon faivovichi,NA,Ololygon faivovichi,VU,FALSE
SP,Ololygon peixotoi,NA,Ololygon peixotoi,CR,FALSE
RJ,Onychorhynchus coronatus,NA,Onychorhynchus coronatus,VU,FALSE
SP,Onychorhynchus swainsoni,NA,Onychorhynchus swainsoni,VU,FALSE
MG,Onycorhynchus swainsoni,NA,Onycorhynchus swainsoni,CR,FALSE
SP,Ophidion holbrooki,NA,Ophidion holbrooki,CR,FALSE
ES,Oreaster reticulatus,NA,Oreaster reticulatus,VU,FALSE
RJ,Ornithion inerme,NA,Ornithion inerme,VU,FALSE
MG,Orobrassolis ornamentalis,NA,Orobrassolis ornamentalis,EN,FALSE
SP,Orobrassolis ornamentalis,NA,Orobrassolis ornamentalis,CR,FALSE
Brasil,Ortalis guttata,remota,Ortalis guttata remota,CR,TRUE
SP,Ortalis guttata,remota,Ortalis guttata remota,CR,TRUE
PA,Orthalicus pulchella,NA,Orthalicus pulchella,VU,FALSE
SP,Orthopsittaca manilatus,NA,Orthopsittaca manilatus,EN,FALSE
SP,Ortilia polinella,NA,Ortilia polinella,EN,FALSE
ES,Oryzoborus angolensis,NA,Oryzoborus angolensis,CR,FALSE
RJ,Oryzoborus angolensis,NA,Oryzoborus angolensis,VU,FALSE
RJ,Oryzoborus maximiliani,NA,Oryzoborus maximiliani,EW,FALSE
PA,Ossubtus xinguense,NA,Ossubtus xinguense,VU,FALSE
SP,Otocrania pleuracantha,NA,Otocrania pleuracantha,VU,FALSE
SP,Otothyris juquiae,NA,Otothyris juquiae,CR,FALSE
SP,Oxyepoecus longicephalus,NA,Oxyepoecus longicephalus,VU,FALSE
BA,Oxyrhopus clathratus,NA,Oxyrhopus clathratus,VU,FALSE
BA,Oxyrhopus formosus,NA,Oxyrhopus formosus,EN,FALSE
BA,Oxyrhopus rhombifer,NA,Oxyrhopus rhombifer,EN,FALSE
SP,Oxyrhopus rhombifer,NA,Oxyrhopus rhombifer,VU,FALSE
BA,Ozotoceros bezoarticus,NA,Ozotoceros bezoarticus,VU,FALSE
Brasil,Ozotoceros bezoarticus,bezoarticus,Ozotoceros bezoarticus bezoarticus,VU,TRUE
Brasil,Ozotoceros bezoarticus,leucogaster,Ozotoceros bezoarticus leucogaster,VU,TRUE
MG,Ozotoceros bezoarticus,NA,Ozotoceros bezoarticus,EN,FALSE
SP,Ozotoceros bezoarticus,NA,Ozotoceros bezoarticus,CR,FALSE
SP,Pachylospeleus strinatii,NA,Pachylospeleus strinatii,VU,FALSE
ES,Palaemon pandaliformis,NA,Palaemon pandaliformis,VU,FALSE
SP,Paleosuchus palpebrosus,NA,Paleosuchus palpebrosus,EN,FALSE
SP,Pampasatyrus glaucope,NA,Pampasatyrus glaucope,EN,FALSE
SP,Pampasatyrus gyrtone,NA,Pampasatyrus gyrtone,EN,FALSE
SP,Pampasatyrus reticulata,NA,Pampasatyrus reticulata,EN,FALSE
BA,Panthera onca,NA,Panthera onca,CR,FALSE
Brasil,Panthera onca,NA,Panthera onca,VU,FALSE
ES,Panthera onca,NA,Panthera onca,CR,FALSE
MG,Panthera onca,NA,Panthera onca,CR,FALSE
PA,Panthera onca,NA,Panthera onca,VU,FALSE
RJ,Panthera onca,NA,Panthera onca,VU,FALSE
SP,Panthera onca,NA,Panthera onca,CR,FALSE
ES,Panyptila cayennensis,NA,Panyptila cayennensis,EN,FALSE
SP,Paraba phocaica,NA,Paraba phocaica,VU,FALSE
RJ,Parapoynx restingalis,NA,Parapoynx restingalis,VU,FALSE
SP,Pararrhopalites wallacei,NA,Pararrhopalites wallacei,CR,FALSE
Brasil,Paratelmatobius lutzii,NA,Paratelmatobius lutzii,CR,FALSE
MG,Paratelmatobius lutzii,NA,Paratelmatobius lutzii,CR,FALSE
RJ,Paratelmatobius lutzii,NA,Paratelmatobius lutzii,VU,FALSE
MG,Paratrigona incerta,NA,Paratrigona incerta,VU,FALSE
PA,Paratrygon aiereba,NA,Paratrygon aiereba,VU,FALSE
MG,Pareiorhaphis mutuca,NA,Pareiorhaphis mutuca,CR,FALSE
RJ,Pareiorhina rudolphi,NA,Pareiorhina rudolphi,VU,FALSE
RJ,Parelbella polyzona,NA,Parelbella polyzona,EN,FALSE
MG,Parides burchellanus,NA,Parides burchellanus,EN,FALSE
SP,Parides burchellanus,NA,Parides burchellanus,CR,FALSE
PA,Parides hahneli,NA,Parides hahneli,EN,FALSE
PA,Parides klagesi,NA,Parides klagesi,EN,FALSE
PA,Parides panthonus,aglaope,Parides panthonus aglaope,VU,TRUE
PA,Parides panthonus,NA,Parides panthonus,EN,FALSE
SP,Parides panthonus,castilhoi,Parides panthonus castilhoi,CR,TRUE
MG,Partamona ailyae,NA,Partamona ailyae,VU,FALSE
MG,Partamona combinata,NA,Partamona combinata,VU,FALSE
SP,Pasipha cafusa,NA,Pasipha cafusa,VU,FALSE
ES,Passerina brissonii,NA,Passerina brissonii,CR,FALSE
RJ,Passerina brissonii,NA,Passerina brissonii,VU,FALSE
BA,Patagioenas plumbea,NA,Patagioenas plumbea,VU,FALSE
SP,Patagioenas speciosa,NA,Patagioenas speciosa,EN,FALSE
Brasil,Pauxi mitu,NA,Pauxi mitu,EW,FALSE
ES,Pecari tajacu,NA,Pecari tajacu,VU,FALSE
MG,Pecari tajacu,NA,Pecari tajacu,VU,FALSE
RJ,Pecari tajacu,NA,Pecari tajacu,VU,FALSE
BA,Penelope jacucaca,NA,Penelope jacucaca,VU,FALSE
Brasil,Penelope jacucaca,NA,Penelope jacucaca,VU,FALSE
MG,Penelope jacucaca,NA,Penelope jacucaca,EN,FALSE
ES,Penelope obscura,NA,Penelope obscura,VU,FALSE
Brasil,Penelope ochrogaster,NA,Penelope ochrogaster,VU,FALSE
MG,Penelope ochrogaster,NA,Penelope ochrogaster,CR,FALSE
Brasil,Penelope pileata,NA,Penelope pileata,VU,FALSE
Brasil,Penelope superciliaris,alagoensis,Penelope superciliaris alagoensis,CR,TRUE
SP,Peridontosmella alba,NA,Peridontosmella alba,EN,FALSE
SP,Peropteryx kappleri,NA,Peropteryx kappleri,CR,FALSE
ES,Perrhybris flava,NA,Perrhybris flava,CR,FALSE
RJ,Petaloconchus myrakeenae,NA,Petaloconchus myrakeenae,CR,FALSE
ES,Petrocerus catiena,NA,Petrocerus catiena,EN,FALSE
RJ,Phaenomys ferrugineus,NA,Phaenomys ferrugineus,EW,FALSE
SP,Phaenomys ferrugineus,NA,Phaenomys ferrugineus,VU,FALSE
ES,Phaeothlypis rivularis,NA,Phaeothlypis rivularis,CR,FALSE
BA,Phaethon aethereus,NA,Phaethon aethereus,VU,FALSE
Brasil,Phaethon aethereus,NA,Phaethon aethereus,EN,FALSE
BA,Phaethon lepturus,NA,Phaethon lepturus,CR,FALSE
Brasil,Phaethon lepturus,NA,Phaethon lepturus,EN,FALSE
Brasil,Phaethornis aethopygus,NA,Phaethornis aethopygus,VU,FALSE
Brasil,Phaethornis bourcieri,major,Phaethornis bourcieri major,VU,TRUE
BA,Phaethornis margarettae,NA,Phaethornis margarettae,EN,FALSE
Brasil,Phaethornis margarettae,NA,Phaethornis margarettae,EN,FALSE
Brasil,Phaethornis margarettae,camargoi,Phaethornis margarettae camargoi,CR,TRUE
ES,Phaethornis margarettae,NA,Phaethornis margarettae,CR,FALSE
RJ,Phaetusa simplex,NA,Phaetusa simplex,EW,FALSE
SP,Phaetusa simplex,simplex,Phaetusa simplex simplex,VU,TRUE
SP,Phallotorynus fasciolatus,NA,Phallotorynus fasciolatus,EN,FALSE
SP,Phallotorynus jucundus,NA,Phallotorynus jucundus,EN,FALSE
Brasil,Phalotris multipunctatus,NA,Phalotris multipunctatus,EN,FALSE
SP,Phalotris multipunctatus,NA,Phalotris multipunctatus,EN,FALSE
ES,Phasmahyla exilis,NA,Phasmahyla exilis,EN,FALSE
BA,Phasmahyla spectabilis,NA,Phasmahyla spectabilis,VU,FALSE
BA,Phasmahyla timbo,NA,Phasmahyla timbo,EN,FALSE
BA,Phibalura flavirostris,NA,Phibalura flavirostris,EN,FALSE
ES,Phibalura flavirostris,NA,Phibalura flavirostris,VU,FALSE
MG,Phibalura flavirostris,NA,Phibalura flavirostris,VU,FALSE
BA,Philodryas aestiva,NA,Philodryas aestiva,EN,FALSE
BA,Philodryas agassizii,NA,Philodryas agassizii,EN,FALSE
SP,Philodryas agassizii,NA,Philodryas agassizii,EN,FALSE
SP,Philodryas arnaldoi,NA,Philodryas arnaldoi,EN,FALSE
Brasil,Philodryas livida,NA,Philodryas livida,VU,FALSE
SP,Philodryas livida,NA,Philodryas livida,EN,FALSE
MG,Philodryas oligolepis,NA,Philodryas oligolepis,CR,FALSE
PA,Phimophis guianensis,NA,Phimophis guianensis,EN,FALSE
Brasil,Phlegopsis nigromaculata,confinis,Phlegopsis nigromaculata confinis,VU,TRUE
Brasil,Phlegopsis nigromaculata,paraensis,Phlegopsis nigromaculata paraensis,VU,TRUE
PA,Phlegopsis nigromaculata,paraensis,Phlegopsis nigromaculata paraensis,EN,TRUE
