uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf,sinonimo_ou_erro
BA,Sclerurus macconnelli,NA,Sclerurus macconnelli,EN,FALSE,NA
Brasil,Sclerurus macconnelli,bahiae,Sclerurus macconnelli bahiae,VU,TRUE,NA
SP,Sclerurus macconnelli,bahiae,Sclerurus macconnelli bahiae,EN,TRUE,NA
ES,Sclerurus mexicanus,NA,Sclerurus mexicanus,CR,FALSE,NA
RJ,Sclerurus mexicanus,NA,Sclerurus mexicanus,VU,FALSE,NA
ES,Scyllarus ramosae,NA,Scyllarus ramosae,VU,FALSE,NA
BA,Scytalopus diamantinensis,NA,Scytalopus diamantinensis,EN,FALSE,NA
Brasil,Scytalopus diamantinensis,NA,Scytalopus diamantinensis,EN,FALSE,NA
Brasil,Scytalopus gonzagai,NA,Scytalopus gonzagai,EN,FALSE,NA
Brasil,Scytalopus iraiensis,NA,Scytalopus iraiensis,EN,FALSE,NA
SC,Scytalopus iraiensis,NA,Scytalopus iraiensis,EN,FALSE,NA
Brasil,Scytalopus novacapitalis,NA,Scytalopus novacapitalis,EN,FALSE,NA
MG,Scytalopus novacapitalis,NA,Scytalopus novacapitalis,VU,FALSE,NA
SC,Scytalopus pachecoi,NA,Scytalopus pachecoi,EN,FALSE,NA
BA,Scytalopus speluncae,NA,Scytalopus speluncae,CR,FALSE,NA
Brasil,Selenidera gouldii,baturitensis,Selenidera gouldii baturitensis,EN,TRUE,NA
SP,Selenidera maculirostris,NA,Selenidera maculirostris,VU,FALSE,NA
Brasil,Serpophaga hypoleuca,pallida,Serpophaga hypoleuca pallida,VU,TRUE,NA
RJ,Sesarma rectum,NA,Sesarma rectum,VU,FALSE,NA
MG,Simpsonichthys alternatus,NA,Simpsonichthys alternatus,CR,FALSE,NA
MG,Simpsonichthys auratus,NA,Simpsonichthys auratus,CR,FALSE,NA
RJ,Simpsonichthys constanceae,NA,Simpsonichthys constanceae,CR,FALSE,NA
MG,Simpsonichthys hellneri,NA,Simpsonichthys hellneri,CR,FALSE,NA
ES,Simpsonichthys izecksohni,NA,Simpsonichthys izecksohni,VU,FALSE,NA
MG,Simpsonichthys magnificus,NA,Simpsonichthys magnificus,CR,FALSE,NA
ES,Simpsonichthys myersi,NA,Simpsonichthys myersi,CR,FALSE,NA
MG,Simpsonichthys ocellatus,NA,Simpsonichthys ocellatus,CR,FALSE,NA
MG,Simpsonichthys rufus,NA,Simpsonichthys rufus,CR,FALSE,NA
MG,Simpsonichthys similis,NA,Simpsonichthys similis,CR,FALSE,NA
MG,Simpsonichthys stellatus,NA,Simpsonichthys stellatus,CR,FALSE,NA
MG,Simpsonichthys trilineatus,NA,Simpsonichthys trilineatus,CR,FALSE,NA
RJ,Simpsonichthys whitei,NA,Simpsonichthys whitei,EN,FALSE,NA
MG,Simpsonichthys zonatus,NA,Simpsonichthys zonatus,CR,FALSE,NA
BA,Siphlophis pulcher,NA,Siphlophis pulcher,EN,FALSE,NA
SP,Smicridea dentifera,dentifera,Smicridea dentifera dentifera,VU,TRUE,NA
SC,Solenosmilia variabilis,NA,Solenosmilia variabilis,CR,FALSE,NA
SC,Sordellina punctata,NA,Sordellina punctata,VU,FALSE,NA
SC,Sorubim lima,NA,Sorubim lima,VU,FALSE,NA
SC,Sorubim lima,NA,Sorubim lima,VU,FALSE,NA
BA,Sotalia guianensis,NA,Sotalia guianensis,VU,FALSE,NA
Brasil,Sotalia guianensis,NA,Sotalia guianensis,VU,FALSE,NA
SC,Sotalia guianensis,NA,Sotalia guianensis,EN,FALSE,NA
MG,Spaeleoleptes spaeleusa,NA,Spaeleoleptes spaeleusa,VU,FALSE,NA
SP,Spalaeobochica muchmorei,NA,Spalaeobochica muchmorei,VU,FALSE,NA
SP,Sparisoma amplum,NA,Sparisoma amplum,EN,FALSE,NA
SP,Sparisoma axillare,NA,Sparisoma axillare,EN,FALSE,NA
SP,Sparisoma frondosum,NA,Sparisoma frondosum,EN,FALSE,NA
SP,Spelaeochernes gracilipalpus,NA,Spelaeochernes gracilipalpus,VU,FALSE,NA
BA,Speothos venaticus,NA,Speothos venaticus,CR,FALSE,NA
Brasil,Speothos venaticus,NA,Speothos venaticus,VU,FALSE,NA
MG,Speothos venaticus,NA,Speothos venaticus,CR,FALSE,NA
SC,Speothos venaticus,NA,Speothos venaticus,CR,FALSE,NA
SP,Speothos venaticus,NA,Speothos venaticus,CR,FALSE,NA
BA,Sphaenorhynchus bromelicola,NA,Sphaenorhynchus bromelicola,CR,FALSE,NA
PA,Sphyrna lewini,NA,Sphyrna lewini,VU,FALSE,NA
SC,Sphyrna lewini,NA,Sphyrna lewini,EN,FALSE,NA
SP,Sphyrna lewini,NA,Sphyrna lewini,CR,FALSE,NA
PA,Sphyrna media,NA,Sphyrna media,VU,FALSE,NA
SP,Sphyrna media,NA,Sphyrna media,EW,FALSE,NA
PA,Sphyrna mokarran,NA,Sphyrna mokarran,VU,FALSE,NA
ES,Sphyrna tiburo,NA,Sphyrna tiburo,VU,FALSE,NA
PA,Sphyrna tiburo,NA,Sphyrna tiburo,VU,FALSE,NA
SP,Sphyrna tiburo,NA,Sphyrna tiburo,EW,FALSE,NA
PA,Sphyrna tudes,NA,Sphyrna tudes,VU,FALSE,NA
SP,Sphyrna tudes,NA,Sphyrna tudes,EW,FALSE,NA
PA,Sphyrna zygaena,NA,Sphyrna zygaena,VU,FALSE,NA
SC,Sphyrna zygaena,NA,Sphyrna zygaena,EN,FALSE,NA
SP,Sphyrna zygaena,NA,Sphyrna zygaena,CR,FALSE,NA
SC,Spintherobolus ankoseion,NA,Spintherobolus ankoseion,CR,FALSE,NA
SP,Spintherobolus broccae,NA,Spintherobolus broccae,EN,FALSE,NA
SP,Spintherobolus leptoura,NA,Spintherobolus leptoura,EN,FALSE,NA
SP,Spintherobolus papilliferus,NA,Spintherobolus papilliferus,EN,FALSE,NA
MG,Spizaetus melanoleucus,NA,Spizaetus melanoleucus,EN,FALSE,NA
SC,Spizaetus melanoleucus,NA,Spizaetus melanoleucus,EN,FALSE,NA
SP,Spizaetus melanoleucus,NA,Spizaetus melanoleucus,EN,FALSE,NA
BA,Spizaetus ornatus,NA,Spizaetus ornatus,EN,FALSE,NA
ES,Spizaetus ornatus,NA,Spizaetus ornatus,CR,FALSE,NA
MG,Spizaetus ornatus,NA,Spizaetus ornatus,EN,FALSE,NA
RJ,Spizaetus ornatus,NA,Spizaetus ornatus,EW,FALSE,NA
SC,Spizaetus ornatus,NA,Spizaetus ornatus,CR,FALSE,NA
SP,Spizaetus ornatus,ornatus,Spizaetus ornatus ornatus,CR,TRUE,NA
ES,Spizaetus tyrannus,NA,Spizaetus tyrannus,VU,FALSE,NA
MG,Spizaetus tyrannus,NA,Spizaetus tyrannus,EN,FALSE,NA
SC,Spizaetus tyrannus,NA,Spizaetus tyrannus,VU,FALSE,NA
ES,Spizastur melanoleucus,NA,Spizastur melanoleucus,VU,FALSE,NA
RJ,Spizastur melanoleucus,NA,Spizastur melanoleucus,VU,FALSE,NA
BA,Sporagra yarrellii,NA,Sporagra yarrellii,VU,FALSE,NA
Brasil,Sporagra yarrellii,NA,Sporagra yarrellii,VU,FALSE,NA
MG,Sporophila angolensis,NA,Sporophila angolensis,CR,FALSE,NA
SC,Sporophila angolensis,NA,Sporophila angolensis,CR,FALSE,NA
Brasil,Sporophila beltoni,NA,Sporophila beltoni,VU,FALSE,NA
SP,Sporophila beltoni,NA,Sporophila beltoni,CR,FALSE,NA
SP,Sporophila bouvreuil,NA,Sporophila bouvreuil,VU,FALSE,NA
SC,Sporophila cinnamomea,NA,Sporophila cinnamomea,CR,FALSE,NA
SP,Sporophila cinnamomea,NA,Sporophila cinnamomea,CR,FALSE,NA
RJ,Sporophila collaris,NA,Sporophila collaris,EN,FALSE,Sporophyla collaris
BA,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE,NA
Brasil,Sporophila falcirostris,NA,Sporophila falcirostris,VU,FALSE,NA
ES,Sporophila falcirostris,NA,Sporophila falcirostris,CR,FALSE,NA
MG,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE,NA
RJ,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE,Sporophyla falcirostris
SC,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE,NA
SP,Sporophila falcirostris,NA,Sporophila falcirostris,EN,FALSE,NA
BA,Sporophila frontalis,NA,Sporophila frontalis,EN,FALSE,NA
Brasil,Sporophila frontalis,NA,Sporophila frontalis,VU,FALSE,NA
ES,Sporophila frontalis,NA,Sporophila frontalis,CR,FALSE,NA
MG,Sporophila frontalis,NA,Sporophila frontalis,EN,FALSE,NA
RJ,Sporophila frontalis,NA,Sporophila frontalis,EN,FALSE,Sporophyla frontalis
SC,Sporophila frontalis,NA,Sporophila frontalis,VU,FALSE,NA
SP,Sporophila frontalis,NA,Sporophila frontalis,EN,FALSE,NA
Brasil,Sporophila hypoxantha,NA,Sporophila hypoxantha,VU,FALSE,NA
SC,Sporophila hypoxantha,NA,Sporophila hypoxantha,VU,FALSE,NA
SP,Sporophila hypoxantha,NA,Sporophila hypoxantha,CR,FALSE,NA
BA,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE,NA
Brasil,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE,NA
MG,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE,NA
PA,Sporophila maximiliani,NA,Sporophila maximiliani,CR,FALSE,NA
SP,Sporophila maximiliani,maximiliani,Sporophila maximiliani maximiliani,CR,TRUE,NA
Brasil,Sporophila melanogaster,NA,Sporophila melanogaster,VU,FALSE,NA
MG,Sporophila melanogaster,NA,Sporophila melanogaster,EN,FALSE,NA
SC,Sporophila melanogaster,NA,Sporophila melanogaster,VU,FALSE,NA
SP,Sporophila melanogaster,NA,Sporophila melanogaster,CR,FALSE,NA
Brasil,Sporophila nigrorufa,NA,Sporophila nigrorufa,VU,FALSE,NA
Brasil,Sporophila palustris,NA,Sporophila palustris,VU,FALSE,NA
MG,Sporophila palustris,NA,Sporophila palustris,CR,FALSE,NA
SP,Sporophila palustris,NA,Sporophila palustris,CR,FALSE,NA
SP,Sporophila pileata,NA,Sporophila pileata,EN,FALSE,NA
SC,Sporophila plumbea,NA,Sporophila plumbea,CR,FALSE,NA
SP,Sporophila plumbea,plumbea,Sporophila plumbea plumbea,VU,TRUE,NA
Brasil,Sporophila ruficollis,NA,Sporophila ruficollis,VU,FALSE,NA
MG,Sporophila ruficollis,NA,Sporophila ruficollis,VU,FALSE,NA
SP,Sporophila ruficollis,NA,Sporophila ruficollis,CR,FALSE,NA
SP,Squalus albicaudus,NA,Squalus albicaudus,CR,FALSE,NA
RJ,Squatina guggenheim,NA,Squatina guggenheim,VU,FALSE,NA
SC,Squatina guggenheim,NA,Squatina guggenheim,EN,FALSE,NA
SP,Squatina guggenheim,NA,Squatina guggenheim,EN,FALSE,NA
SP,Squatina occulta,NA,Squatina occulta,EN,FALSE,NA
MG,Steindachneridion amblyurum,NA,Steindachneridion amblyurum,CR,FALSE,NA
MG,Steindachneridion doceanum,NA,Steindachneridion doceanum,CR,FALSE,NA
SC,Steindachneridion melanodermatum,NA,Steindachneridion melanodermatum,CR,FALSE,NA
MG,Steindachneridion parahybae,NA,Steindachneridion parahybae,CR,FALSE,NA
RJ,Steindachneridion parahybae,NA,Steindachneridion parahybae,EN,FALSE,NA
SP,Steindachneridion parahybae,NA,Steindachneridion parahybae,CR,FALSE,NA
MG,Steindachneridion punctatum,NA,Steindachneridion punctatum,CR,FALSE,NA
SP,Steindachneridion punctatum,NA,Steindachneridion punctatum,EN,FALSE,NA
MG,Steindachneridion scriptum,NA,Steindachneridion scriptum,CR,FALSE,NA
SC,Steindachneridion scriptum,NA,Steindachneridion scriptum,EN,FALSE,NA
SP,Steindachneridion scriptum,NA,Steindachneridion scriptum,VU,FALSE,NA
Brasil,Stenocercus azureus,NA,Stenocercus azureus,EN,FALSE,NA
SP,Stenocercus azureus,NA,Stenocercus azureus,EN,FALSE,NA
Brasil,Stenocercus dumerilii,NA,Stenocercus dumerilii,VU,FALSE,NA
PA,Stenocercus dumerilii,NA,Stenocercus dumerilii,EN,FALSE,NA
Brasil,Sterna dougallii,NA,Sterna dougallii,VU,FALSE,NA
Brasil,Sterna hirundinacea,NA,Sterna hirundinacea,VU,FALSE,NA
SP,Sterna hirundinacea,NA,Sterna hirundinacea,VU,FALSE,NA
SP,Sternarchella curvioperculata,NA,Sternarchella curvioperculata,EN,FALSE,NA
SP,Sternarchorhynchus britskii,NA,Sternarchorhynchus britskii,EN,FALSE,NA
SP,Sternula superciliaris,NA,Sternula superciliaris,EN,FALSE,NA
Brasil,Stigmatura napensis,napensis,Stigmatura napensis napensis,VU,TRUE,NA
MG,Strategus centaurus,NA,Strategus centaurus,EN,FALSE,NA
SP,Strinatia brevipennis,NA,Strinatia brevipennis,VU,FALSE,NA
Brasil,Strix huhula,albomarginata,Strix huhula albomarginata,VU,TRUE,NA
SC,Strix huhula,NA,Strix huhula,EN,FALSE,NA
SP,Strix huhula,albomarginata,Strix huhula albomarginata,VU,TRUE,NA
SP,Strumigenys abditivata,NA,Strumigenys abditivata,VU,FALSE,NA
SP,Strymon ohausi,NA,Strymon ohausi,EN,FALSE,NA
SC,Sturnina tildae,NA,Sturnina tildae,VU,FALSE,NA
MG,Stygichthys typhlops,NA,Stygichthys typhlops,CR,FALSE,NA
Brasil,Stymphalornis acutirostris,NA,Stymphalornis acutirostris,EN,FALSE,NA
SC,Stymphalornis acutirostris,NA,Stymphalornis acutirostris,CR,FALSE,NA
SP,Sublegatus modestus,modestus,Sublegatus modestus modestus,CR,TRUE,NA
MG,Suiriri islerorum,NA,Suiriri islerorum,VU,FALSE,NA
Brasil,Sula sula,NA,Sula sula,EN,FALSE,NA
ES,Sula sula,NA,Sula sula,EN,FALSE,NA
SC,Symmachia arion,NA,Symmachia arion,VU,FALSE,NA
SP,Sympterygia acuta,NA,Sympterygia acuta,EN,FALSE,NA
MG,Synallaxis cinerea,NA,Synallaxis cinerea,VU,FALSE,NA
SP,Synallaxis hypospodia,NA,Synallaxis hypospodia,VU,FALSE,NA
Brasil,Synallaxis infuscata,NA,Synallaxis infuscata,EN,FALSE,NA
Brasil,Synallaxis kollari,NA,Synallaxis kollari,EN,FALSE,NA
PA,Synallaxis rutilans,omissa,Synallaxis rutilans omissa,EN,TRUE,NA
SP,Synallaxis scutata,scutata,Synallaxis scutata scutata,EN,TRUE,NA
MG,Syndactyla dimidiata,NA,Syndactyla dimidiata,EN,FALSE,NA
MG,Syndesus schuberti,NA,Syndesus schuberti,VU,FALSE,NA
SC,Tachuris rubrigastra,NA,Tachuris rubrigastra,VU,FALSE,NA
SC,Tachyphonus cristatus,NA,Tachyphonus cristatus,EN,FALSE,NA
PA,Taczanowskia trilobata,NA,Taczanowskia trilobata,VU,FALSE,NA
Brasil,Tangara cyanocephala,cearensis,Tangara cyanocephala cearensis,VU,TRUE,NA
Brasil,Tangara fastuosa,NA,Tangara fastuosa,VU,FALSE,NA
RJ,Tangara mexicana,NA,Tangara mexicana,VU,FALSE,NA
Brasil,Tangara peruviana,NA,Tangara peruviana,VU,FALSE,NA
SC,Tangara peruviana,NA,Tangara peruviana,EN,FALSE,NA
SP,Tangara peruviana,NA,Tangara peruviana,VU,FALSE,NA
Brasil,Tangara velia,signata,Tangara velia signata,VU,TRUE,NA
PA,Tangara velia,signata,Tangara velia signata,EN,TRUE,NA
RJ,Tangara velia,NA,Tangara velia,EW,FALSE,NA
Brasil,Taoniscus nanus,NA,Taoniscus nanus,EN,FALSE,NA
MG,Taoniscus nanus,NA,Taoniscus nanus,EN,FALSE,NA
SP,Taoniscus nanus,NA,Taoniscus nanus,EW,FALSE,NA
BA,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE,NA
Brasil,Tapirus terrestris,NA,Tapirus terrestris,VU,FALSE,NA
ES,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE,NA
MG,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE,NA
RJ,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE,NA
SC,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE,NA
SP,Tapirus terrestris,NA,Tapirus terrestris,EN,FALSE,NA
SP,Taunayia bifasciata,NA,Taunayia bifasciata,VU,FALSE,NA
BA,Tayassu pecari,NA,Tayassu pecari,EN,FALSE,NA
Brasil,Tayassu pecari,NA,Tayassu pecari,VU,FALSE,NA
ES,Tayassu pecari,NA,Tayassu pecari,EN,FALSE,NA
MG,Tayassu pecari,NA,Tayassu pecari,CR,FALSE,NA
RJ,Tayassu pecari,NA,Tayassu pecari,EN,FALSE,NA
SC,Tayassu pecari,NA,Tayassu pecari,CR,FALSE,NA
SP,Tayassu pecari,NA,Tayassu pecari,EN,FALSE,NA
SP,Teius oculatus,NA,Teius oculatus,EN,FALSE,NA
PA,Teleocichla cinderella,NA,Teleocichla cinderella,CR,FALSE,NA
SP,Tembeassu marauna,NA,Tembeassu marauna,CR,FALSE,NA
SC,Tenedos brescoviti,NA,Tenedos brescoviti,VU,FALSE,NA
SC,Tenedos major,NA,Tenedos major,VU,FALSE,NA
SC,Tenedos minor,NA,Tenedos minor,VU,FALSE,NA
Brasil,Terenura sicki,NA,Terenura sicki,CR,FALSE,NA
SP,Tetraglossula fucosa,NA,Tetraglossula fucosa,VU,FALSE,NA
SC,Teutoniella plaumanni,NA,Teutoniella plaumanni,EN,FALSE,NA
BA,Thalassarche chlororhynchos,NA,Thalassarche chlororhynchos,VU,FALSE,NA
Brasil,Thalassarche chlororhynchos,NA,Thalassarche chlororhynchos,EN,FALSE,NA
SC,Thalassarche chlororhynchos,NA,Thalassarche chlororhynchos,EN,FALSE,NA
SP,Thalassarche chlororhynchos,NA,Thalassarche chlororhynchos,EN,FALSE,NA
SC,Thalassarche chrysostoma,NA,Thalassarche chrysostoma,VU,FALSE,NA
BA,Thalassarche melanophris,NA,Thalassarche melanophris,VU,FALSE,NA
SC,Thalassarche melanophris,NA,Thalassarche melanophris,EN,FALSE,NA
SP,Thalassarche melanophris,NA,Thalassarche melanophris,EN,FALSE,NA
SP,Thalasseus acuflavidus,eurygnathus,Thalasseus acuflavidus eurygnathus,VU,TRUE,NA
Brasil,Thalasseus maximus,NA,Thalasseus maximus,EN,FALSE,NA
PA,Thalasseus maximus,NA,Thalasseus maximus,VU,FALSE,NA
SC,Thalasseus maximus,NA,Thalasseus maximus,VU,FALSE,NA
SP,Thalasseus maximus,maximus,Thalasseus maximus maximus,EN,TRUE,NA
Brasil,Thalpomys cerradensis,NA,Thalpomys cerradensis,VU,FALSE,NA
Brasil,Thalpomys lasiotis,NA,Thalpomys lasiotis,EN,FALSE,NA
SP,Thalurania furcata,eriphile,Thalurania furcata eriphile,EN,TRUE,NA
Brasil,Thalurania watertonii,NA,Thalurania watertonii,EN,FALSE,NA
BA,Thamnodynastes almae,NA,Thamnodynastes almae,VU,FALSE,NA
Brasil,Thamnomanes caesius,caesius,Thamnomanes caesius caesius,VU,TRUE,NA
ES,Thamnomanes caesius,NA,Thamnomanes caesius,CR,FALSE,NA
MG,Thamnomanes caesius,NA,Thamnomanes caesius,EN,FALSE,NA
Brasil,Thamnophilus aethiops,distans,Thamnophilus aethiops distans,EN,TRUE,NA
PA,Thamnophilus aethiops,incertus,Thamnophilus aethiops incertus,EN,TRUE,NA
Brasil,Thamnophilus caerulescens,cearensis,Thamnophilus caerulescens cearensis,VU,TRUE,NA
Brasil,Thamnophilus caerulescens,pernambucensis,Thamnophilus caerulescens pernambucensis,VU,TRUE,NA
Brasil,Thamnophilus nigrocinereus,tschudii,Thamnophilus nigrocinereus tschudii,EN,TRUE,NA
RJ,Thaptomys nigrita,NA,Thaptomys nigrita,VU,FALSE,NA
ES,Thoropa lutzi,NA,Thoropa lutzi,EN,FALSE,NA
ES,Thoropa petroliana,NA,Thoropa petroliana,CR,FALSE,NA
Brasil,Thoropa petropolitana,NA,Thoropa petropolitana,EN,FALSE,NA
RJ,Thoropa petropolitana,NA,Thoropa petropolitana,EN,FALSE,NA
Brasil,Thoropa saxatilis,NA,Thoropa saxatilis,VU,FALSE,NA
SC,Thoropa saxatilis,NA,Thoropa saxatilis,CR,FALSE,NA
PA,Threnetes leucurus,NA,Threnetes leucurus,EN,FALSE,NA
SP,Thrichomys apereoides,NA,Thrichomys apereoides,EW,FALSE,NA
BA,Thripophaga macroura,NA,Thripophaga macroura,VU,FALSE,NA
Brasil,Thripophaga macroura,NA,Thripophaga macroura,VU,FALSE,NA
MG,Thripophaga macroura,NA,Thripophaga macroura,EN,FALSE,NA
RJ,Thripophaga macroura,NA,Thripophaga macroura,EN,FALSE,NA
RJ,Thunnus maccoyii,NA,Thunnus maccoyii,VU,FALSE,NA
RJ,Thunnus obesus,NA,Thunnus obesus,VU,FALSE,NA
SP,Thunnus thynnus,NA,Thunnus thynnus,EW,FALSE,NA
Brasil,Thylamys macrurus,NA,Thylamys macrurus,EN,FALSE,NA
Brasil,Thylamys velutinus,NA,Thylamys velutinus,VU,FALSE,NA
SP,Thylamys velutinus,NA,Thylamys velutinus,EW,FALSE,NA
RJ,Thyroptera tricolor,NA,Thyroptera tricolor,EN,FALSE,NA
Brasil,Tigrisoma fasciatum,NA,Tigrisoma fasciatum,VU,FALSE,NA
MG,Tigrisoma fasciatum,NA,Tigrisoma fasciatum,CR,FALSE,NA
RJ,Tigrisoma fasciatum,NA,Tigrisoma fasciatum,EW,FALSE,NA
SC,Tigrisoma fasciatum,NA,Tigrisoma fasciatum,CR,FALSE,NA
SP,Tigrisoma fasciatum,fasciatum,Tigrisoma fasciatum fasciatum,CR,TRUE,NA
Brasil,Tijuca condita,NA,Tijuca condita,VU,FALSE,NA
BA,Tinamus solitarius,NA,Tinamus solitarius,EN,FALSE,NA
ES,Tinamus solitarius,NA,Tinamus solitarius,CR,FALSE,NA
MG,Tinamus solitarius,NA,Tinamus solitarius,EN,FALSE,NA
RJ,Tinamus solitarius,NA,Tinamus solitarius,EN,FALSE,NA
SC,Tinamus solitarius,NA,Tinamus solitarius,VU,FALSE,NA
SP,Tinamus solitarius,NA,Tinamus solitarius,VU,FALSE,NA
Brasil,Tinamus tao,NA,Tinamus tao,VU,FALSE,NA
SP,Tithonophasma tithonus,NA,Tithonophasma tithonus,VU,FALSE,NA
MG,Tithorea harmonia,caissara,Tithorea harmonia caissara,EN,TRUE,NA
SP,Tithorea harmonia,caissara,Tithorea harmonia caissara,VU,TRUE,NA
ES,Tithorea harmonia,caissara,Tithorea harmonia caissara,VU,TRUE,Tithorea harmonica
SP,Tivela mactroides,NA,Tivela mactroides,VU,FALSE,NA
SP,Tivela ventricosa,NA,Tivela ventricosa,VU,FALSE,NA
PA,Tolmomyias assimilis,paraensis,Tolmomyias assimilis paraensis,EN,TRUE,NA
BA,Tolypeutes tricinctus,NA,Tolypeutes tricinctus,EN,FALSE,NA
Brasil,Tolypeutes tricinctus,NA,Tolypeutes tricinctus,EN,FALSE,NA
PA,Tolypeutes tricinctus,NA,Tolypeutes tricinctus,VU,FALSE,NA
SC,Tonatia bidens,NA,Tonatia bidens,CR,FALSE,NA
SP,Tonna galea,NA,Tonna galea,VU,FALSE,NA
RJ,Touit melanonotus,NA,Touit melanonotus,VU,FALSE,Touit melanonota
BA,Touit melanonotus,NA,Touit melanonotus,CR,FALSE,Touit melanonota
Brasil,Touit melanonotus,NA,Touit melanonotus,VU,FALSE,Touit melanonota
ES,Touit melanonotus,NA,Touit melanonotus,EN,FALSE,Touit melanonota
SC,Touit melanonotus,NA,Touit melanonotus,CR,FALSE,Touit melanonota
SP,Touit melanonotus,NA,Touit melanonotus,VU,FALSE,Touit melanonota
RJ,Touit surdus,NA,Touit surdus,VU,FALSE,Touit surda
Brasil,Touit surdus,NA,Touit surdus,VU,FALSE,Touit surda
ES,Touit surdus,NA,Touit surdus,EN,FALSE,Touit surda
MG,Touit surdus,NA,Touit surdus,CR,FALSE,Touit surda
Brasil,Trichechus inunguis,NA,Trichechus inunguis,VU,FALSE,NA
PA,Trichechus inunguis,NA,Trichechus inunguis,EN,FALSE,NA
BA,Trichechus manatus,NA,Trichechus manatus,EW,FALSE,NA
Brasil,Trichechus manatus,NA,Trichechus manatus,EN,FALSE,NA
PA,Trichechus manatus,NA,Trichechus manatus,CR,FALSE,NA
ES,Trichodactylus dentatus,NA,Trichodactylus dentatus,VU,FALSE,NA
ES,Trichodactylus petropolitanus,NA,Trichodactylus petropolitanus,VU,FALSE,NA
RJ,Trichomycterus albinotatus,NA,Trichomycterus albinotatus,VU,FALSE,NA
RJ,Trichomycterus auroguttatus,NA,Trichomycterus auroguttatus,VU,FALSE,NA
RJ,Trichomycterus goeldi,NA,Trichomycterus goeldi,?,FALSE,NA
MG,Trichomycterus itacarambiensis,NA,Trichomycterus itacarambiensis,CR,FALSE,NA
RJ,Trichomycterus mimonha,NA,Trichomycterus mimonha,VU,FALSE,NA
RJ,Trichomycterus mirissumba,NA,Trichomycterus mirissumba,VU,FALSE,NA
SP,Trichomycterus paolence,NA,Trichomycterus paolence,EN,FALSE,NA
RJ,Trichomycterus paquequerensis,NA,Trichomycterus paquequerensis,VU,FALSE,NA
RJ,Trichomycterus travassoi,NA,Trichomycterus travassoi,VU,FALSE,NA
RJ,Trichomycterus triguttatus,NA,Trichomycterus triguttatus,VU,FALSE,Trichomycterus trigutatus
SP,Trichomycterus triguttatus,NA,Trichomycterus triguttatus,CR,FALSE,NA
RJ,Trichomycterus vermiculatus,NA,Trichomycterus vermiculatus,VU,FALSE,NA
ES,Triclaria malachitacea,NA,Triclaria malachitacea,CR,FALSE,NA
MG,Triclaria malachitacea,NA,Triclaria malachitacea,CR,FALSE,NA
RJ,Triclaria malachitacea,NA,Triclaria malachitacea,VU,FALSE,NA
SC,Triclaria malachitacea,NA,Triclaria malachitacea,VU,FALSE,NA
SP,Trinomys dimidiatus,NA,Trinomys dimidiatus,VU,FALSE,NA
Brasil,Trinomys eliasi,NA,Trinomys eliasi,VU,FALSE,NA
RJ,Trinomys eliasi,NA,Trinomys eliasi,EN,FALSE,NA
BA,Trinomys mirapitanga,NA,Trinomys mirapitanga,VU,FALSE,NA
Brasil,Trinomys mirapitanga,NA,Trinomys mirapitanga,EN,FALSE,NA
Brasil,Trinomys moojeni,NA,Trinomys moojeni,EN,FALSE,NA
MG,Trinomys moojeni,NA,Trinomys moojeni,VU,FALSE,NA
BA,Trinomys yonenagae,NA,Trinomys yonenagae,EN,FALSE,NA
Brasil,Trinomys yonenagae,NA,Trinomys yonenagae,EN,FALSE,NA
SP,Troglobius brasiliensis,NA,Troglobius brasiliensis,CR,FALSE,NA
SP,Trogolaphysa aelleni,NA,Trogolaphysa aelleni,VU,FALSE,NA
SP,Trogolaphysa hauseri,NA,Trogolaphysa hauseri,VU,FALSE,NA
BA,Trogon collaris,NA,Trogon collaris,EW,FALSE,NA
Brasil,Trogon collaris,eytoni,Trogon collaris eytoni,EN,TRUE,NA
ES,Trogon collaris,NA,Trogon collaris,EN,FALSE,NA
MG,Trogon collaris,NA,Trogon collaris,CR,FALSE,NA
SC,Trogon viridis,NA,Trogon viridis,EN,FALSE,NA
BA,Tropidodryas serra,NA,Tropidodryas serra,VU,FALSE,NA
BA,Tropidophis grapiuna,NA,Tropidophis grapiuna,EN,FALSE,NA
Brasil,Tropidophis grapiuna,NA,Tropidophis grapiuna,VU,FALSE,NA
BA,Tropidurus erythrocephalus,NA,Tropidurus erythrocephalus,VU,FALSE,NA
Brasil,Tropidurus erythrocephalus,NA,Tropidurus erythrocephalus,VU,FALSE,NA
